time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-06-25T08:25:25.810Z,38.4916649,-122.6223297,10.59,1.1,md,9,139,0.1072,0.03,nc,nc72243176,2014-06-25T12:50:03.974Z,"Northern California",earthquake
2014-06-25T08:18:27.180Z,35.9998322,-120.5666656,2.69,1.83,md,26,87,0.02618,0.09,nc,nc72243166,2014-06-25T12:20:08.806Z,"Central California",earthquake
2014-06-25T08:17:08.000Z,63.3255,-149.9732,100,1.2,ml,,,,0.61,ak,ak11305471,2014-06-25T08:48:54.840Z,"51km W of Cantwell, Alaska",earthquake
2014-06-25T08:13:40.280Z,34.0098333,-117.2213333,12.1,0.84,ml,21,59,0.09401,0.12,ci,ci37235912,2014-06-25T21:14:25.210Z,"5km SE of Loma Linda, California",earthquake
2014-06-25T08:06:41.270Z,36.088,-117.8813333,2.94,1.07,ml,14,98,0.03662,0.2,ci,ci37235904,2014-06-25T21:09:49.490Z,"49km N of Inyokern, California",earthquake
2014-06-25T08:05:30.200Z,39.2642,-110.3087,8.9,1.5,Ml,,100.8,0.22457882,0.12,uu,uu60074732,2014-06-25T17:51:15.656Z,"32km SSE of East Carbon City, Utah",earthquake
2014-06-25T07:59:53.000Z,62.3814,-149.1274,9.3,2.6,ml,,,,1.22,ak,ak11305441,2014-06-25T16:02:32.419Z,"Central Alaska",earthquake
2014-06-25T07:57:17.000Z,58.5179,-153.7078,78.5,2.2,ml,,,,0.39,ak,ak11305438,2014-06-25T08:28:49.250Z,"Kodiak Island region, Alaska",earthquake
2014-06-25T07:44:44.840Z,33.5961667,-116.8201667,10.13,1.15,ml,42,27,0.04087,0.12,ci,ci37235896,2014-06-25T21:05:23.000Z,"14km WNW of Anza, California",earthquake
2014-06-25T07:27:44.920Z,4.0504,-71.674,57.15,4.6,mb,,126,2.329,0.79,us,usc000rlph,2014-06-25T08:27:32.299Z,"53km ESE of Puerto Gaitan, Colombia",earthquake
2014-06-25T07:25:22.130Z,33.6023333,-116.8185,10.23,0.09,ml,17,143,0.03687,0.1,ci,ci37235888,2014-06-25T20:59:36.300Z,"Southern California",earthquake
2014-06-25T07:24:32.300Z,35.9995,-120.565,2,1.3,Md,16,86.4,0.02694946,0.08,nc,nc72243151,2014-06-25T11:07:03.447Z,"24km SW of Coalinga, California",earthquake
2014-06-25T07:22:35.140Z,37.4583333,-118.5566667,13.9,0.87,md,12,70,0.1051,0.03,nc,nc72243156,2014-06-25T16:11:05.066Z,"14km WNW of Dixon Lane-Meadow Creek, California",earthquake
2014-06-25T07:13:19.940Z,34.2965,-116.8383333,6.16,0.48,ml,8,100,0.05218,0.13,ci,ci37127044,2014-06-25T20:57:12.132Z,"3km N of Big Bear City, California",earthquake
2014-06-25T07:12:58.170Z,33.1456667,-116.4891667,10.25,0.59,ml,19,140,0.1115,0.17,ci,ci37235880,2014-06-25T20:51:11.460Z,"12km NE of Julian, California",earthquake
2014-06-25T07:09:19.600Z,37.4537,-118.556,15.5,1.6,Md,15,72,0.09881468,0.04,nc,nc72243146,2014-06-25T10:23:08.240Z,"13km NW of West Bishop, California",earthquake
2014-06-25T06:52:37.500Z,39.444,-111.2283,1.3,1.2,Ml,,122.4,0.14373045,0.18,uu,uu60074727,2014-06-25T17:05:25.292Z,"22km ESE of Mount Pleasant, Utah",earthquake
2014-06-25T06:48:46.300Z,47.7467,-122.4668,21.6,0.9,Md,,118.8,0.29644404,0.17,uw,uw60816511,2014-06-25T14:35:26.857Z,"4km E of Indianola, Washington",earthquake
2014-06-25T06:46:59.000Z,60.5678,-151.6513,69.5,2.8,ml,,,,0.62,ak,ak11305419,2014-06-25T14:49:31.901Z,"21km W of Kenai, Alaska",earthquake
2014-06-25T06:46:19.800Z,38.1948,-112.3145,5.5,1.6,Ml,,115.2,0.17966306,0.15,uu,uu60074722,2014-06-25T17:00:45.228Z,"9km WSW of Junction, Utah",earthquake
2014-06-25T06:45:08.400Z,33.2096667,-116.0535,7.15,1.45,ml,36,81,0.09027,0.17,ci,ci37235872,2014-06-25T20:49:59.520Z,"13km SW of Salton City, California",earthquake
2014-06-25T06:44:24.500Z,18.6998,-66.8905,78,2.8,Md,4,313.2,0.37459747,0.21,pr,pr14176003,2014-06-25T14:47:46.121Z,"24km NNW of Hatillo, Puerto Rico",earthquake
2014-06-25T06:36:26.800Z,35.8392,-119.7867,7.1,2.5,Md,17,111.6,0.3233935,0.17,nc,nc72243141,2014-06-25T20:45:18.190Z,"19km SE of Kettleman City, California",earthquake
2014-06-25T06:34:22.000Z,63.5091,-150.8656,12.7,1.1,ml,,,,0.61,ak,ak11305418,2014-06-25T06:52:01.841Z,"96km W of Cantwell, Alaska",earthquake
2014-06-25T06:26:11.830Z,35.8468333,-119.808,0,1.96,ml,12,137,0.2256,0.39,ci,ci37235856,2014-06-25T20:42:32.004Z,"Central California",earthquake
2014-06-25T06:14:43.900Z,33.6305,-116.6973333,15.94,0.29,ml,12,63,0.04304,0.07,ci,ci37235848,2014-06-25T20:39:22.290Z,"8km NNW of Anza, California",earthquake
2014-06-25T06:09:59.860Z,32.8976667,-116.276,6.67,1.12,ml,32,88,0.02694,0.22,ci,ci37235840,2014-06-25T20:36:37.370Z,"25km ENE of Pine Valley, California",earthquake
2014-06-25T05:55:46.300Z,38.7493,-122.7207,1.2,1,Md,12,100.8,0.00898315,0.03,nc,nc72243116,2014-06-25T06:38:02.066Z,"4km SE of The Geysers, California",earthquake
2014-06-25T05:48:50.800Z,33.9961667,-117.1736667,15.98,1.41,ml,57,40,0.06423,0.15,ci,ci37235824,2014-06-25T20:30:57.700Z,"6km S of Redlands, California",earthquake
2014-06-25T05:46:52.790Z,35.9068333,-119.8438333,0.01,1.82,ml,10,306,0.2555,0.26,ci,ci37235832,2014-06-25T20:24:56.838Z,"15km SE of Kettleman City, California",earthquake
2014-06-25T05:41:55.150Z,34.0248333,-116.7356667,11.2,2.29,ml,75,35,0.06077,0.12,ci,ci37235816,2014-06-25T20:23:18.620Z,"12km NNE of Cabazon, California",earthquake
2014-06-25T05:36:01.000Z,61.0487,-152.1724,98.1,1.6,ml,,,,0.36,ak,ak11305399,2014-06-25T06:09:38.535Z,"62km NW of Nikiski, Alaska",earthquake
2014-06-25T05:35:48.000Z,60.2084,-141.3251,0,0.8,ml,,,,0.77,ak,ak11305400,2014-06-25T06:09:39.434Z,"63km ENE of Cape Yakataga, Alaska",earthquake
2014-06-25T05:32:24.800Z,35.8223,-119.8903,9.1,2.8,Md,54,201.6,0.16169675,0.18,nc,nc72243101,2014-06-25T20:13:25.320Z,"21km SE of Kettleman City, California",earthquake
2014-06-25T05:26:42.580Z,33.4138333,-116.3525,16.75,0.65,ml,20,179,0.1252,0.27,ci,ci37235800,2014-06-25T20:10:19.260Z,"17km N of Borrego Springs, California",earthquake
2014-06-25T05:23:59.000Z,61.6239,-149.7677,27.8,1.2,ml,,,,0.54,ak,ak11305380,2014-06-25T05:48:50.318Z,"Southern Alaska",earthquake
2014-06-25T05:22:56.000Z,61.6391,-149.8161,34,1.3,ml,,,,0.64,ak,ak11305376,2014-06-25T05:48:45.146Z,"0km N of Houston, Alaska",earthquake
2014-06-25T05:21:04.000Z,61.6622,-149.7851,9.5,2.1,ml,,,,0.94,ak,ak11305369,2014-06-25T05:48:44.249Z,"3km NNE of Houston, Alaska",earthquake
2014-06-25T05:19:35.070Z,33.657,-116.7053333,18.94,0.61,ml,22,71,0.02885,0.09,ci,ci37235792,2014-06-25T20:06:44.790Z,"9km S of Idyllwild-Pine Cove, California",earthquake
2014-06-25T05:18:36.220Z,33.5996667,-116.8191667,10.01,0.88,ml,30,53,0.03855,0.1,ci,ci37235784,2014-06-25T20:03:56.860Z,"14km WNW of Anza, California",earthquake
2014-06-25T05:14:04.500Z,18.7658,-66.1867,98,2.9,Md,5,244.8,0.43298797,0.2,pr,pr14176002,2014-06-25T13:16:42.450Z,"34km NNW of San Juan, Puerto Rico",earthquake
2014-06-25T05:10:09.080Z,35.9853333,-117.3161667,8.44,1.33,ml,4,226,0.09788,0.04,ci,ci37127036,2014-06-25T19:55:09.668Z,"Central California",earthquake
2014-06-25T05:09:47.900Z,35.3425,-118.5696667,10.22,1.54,ml,10,110,0.132,0.14,ci,ci37235776,2014-06-25T19:55:15.560Z,"21km NNE of Bear Valley Springs, California",earthquake
2014-06-25T05:04:03.350Z,34.0698333,-118.2831667,9.94,1.23,ml,22,56,0.05024,0.28,ci,ci37235768,2014-06-25T19:30:20.750Z,"4km WNW of Los Angeles, California",earthquake
2014-06-25T05:03:38.000Z,61.378,-141.1988,28.9,1.1,ml,,,,0.47,ak,ak11305365,2014-06-25T05:25:42.408Z,"Southern Alaska",earthquake
2014-06-25T05:01:23.400Z,38.818,-122.798,4.1,0.9,Md,20,61.2,0.00898315,0.02,nc,nc72243096,2014-06-25T05:40:06.721Z,"5km NW of The Geysers, California",earthquake
2014-06-25T04:59:20.000Z,59.7573,-152.9909,96,2.2,ml,,,,1.09,ak,ak11305360,2014-06-25T05:25:41.504Z,"Southern Alaska",earthquake
2014-06-25T04:55:15.100Z,38.8233,-122.8007,3.8,0.6,Md,12,86.4,0.00898315,0.02,nc,nc72243091,2014-06-25T05:30:11.677Z,"6km W of Cobb, California",earthquake
2014-06-25T04:38:57.400Z,38.817,-122.8145,3.2,0.5,Md,9,72,0.00898315,0.02,nc,nc72243076,2014-06-25T04:59:06.503Z,"Northern California",earthquake
2014-06-25T04:35:25.590Z,-40.9878,-89.9635,14.17,4.7,mb,,250,14.697,0.65,us,usc000rln6,2014-06-25T12:38:00.475Z,"West Chile Rise",earthquake
2014-06-25T04:30:03.100Z,35.8148,-119.8883,6.9,2.9,Md,66,190.8,0.16169675,0.19,nc,nc72243071,2014-06-25T19:06:47.000Z,"Central California",earthquake
2014-06-25T04:26:12.430Z,-20.5288,-177.073,314.27,5.1,mb,,101,5.375,0.81,us,usc000rlmv,2014-06-25T12:31:43.208Z,"Fiji region",earthquake
2014-06-25T04:24:56.000Z,61.6775,-150.9189,51.5,1.2,ml,,,,0.66,ak,ak11305330,2014-06-25T05:03:51.336Z,"Southern Alaska",earthquake
2014-06-25T04:23:17.650Z,32.8978333,-116.2708333,9.46,1.28,ml,30,89,0.1276,0.21,ci,ci37235744,2014-06-25T19:05:59.220Z,"25km ENE of Pine Valley, California",earthquake
2014-06-25T04:15:38.000Z,59.9957,-141.3936,0.1,1.3,ml,,,,0.76,ak,ak11305312,2014-06-25T05:03:49.835Z,"58km E of Cape Yakataga, Alaska",earthquake
2014-06-25T04:11:19.400Z,35.8335,-119.789,5,1.8,Md,50,111.6,0.22457882,0.1,nc,nc72243066,2014-06-25T20:41:06.407Z,"24km SE of Kettleman City, California",earthquake
2014-06-25T04:09:29.120Z,35.9006667,-119.8283333,0.05,1.97,ml,10,190,0.257,0.48,ci,ci37235728,2014-06-25T18:58:41.099Z,"Central California",earthquake
2014-06-25T04:01:21.000Z,63.0055,-151.4901,0,1.1,ml,,,,0.66,ak,ak11305302,2014-06-25T04:42:02.893Z,"Central Alaska",earthquake
2014-06-25T04:00:16.000Z,60.2839,-141.1555,0,0.7,ml,7,172.799986176001,,1,ak,ak11305301,2014-06-25T04:30:46.279Z,"Southern Alaska",earthquake
2014-06-25T03:56:52.200Z,35.824,-119.8792,8.1,3.2,Ml,81,212.4,0.1706799,0.22,nc,nc72243056,2014-06-25T18:55:15.480Z,"20km SE of Kettleman City, California",earthquake
2014-06-25T03:49:38.000Z,61.8694,-148.4614,11,1.2,ml,13,122.399990208001,,0.56,ak,ak11305160,2014-06-25T04:30:27.007Z,"Southern Alaska",earthquake
2014-06-25T03:47:56.000Z,60.3572,-147.6852,16.1,1.2,ml,5,223.199982144001,,0.15,ak,ak11305155,2014-06-25T04:32:07.158Z,"Southern Alaska",earthquake
2014-06-25T03:40:09.000Z,60.1985,-141.4519,0.1,1.2,ml,,,,0.95,ak,ak11305153,2014-06-25T03:56:21.930Z,"56km ENE of Cape Yakataga, Alaska",earthquake
2014-06-25T03:20:23.100Z,18.9274,-66.0625,39,2.6,Md,15,244.8,0.61534597,0.15,pr,pr14176001,2014-06-25T11:22:56.265Z,"51km N of San Juan, Puerto Rico",earthquake
2014-06-25T03:18:52.600Z,18.8106,-65.9282,45,2.3,Md,3,338.4,0.53898917,0.3,pr,pr14176000,2014-06-25T04:36:15.293Z,"Puerto Rico region",earthquake
2014-06-25T03:02:47.000Z,67.6418,-162.2233,18.6,3.8,ml,,,,0.76,ak,ak11305130,2014-06-25T11:06:11.629Z,"32km ENE of Noatak, Alaska",earthquake
2014-06-25T03:00:16.080Z,35.626,-97.4449,5,2.4,mb_lg,,30,0.048,0.79,us,usc000rlp4,2014-06-25T16:36:14.898Z,"4km SE of Edmond, Oklahoma",earthquake
2014-06-25T02:34:02.560Z,38.8064995,-122.8276672,3.07,0.89,md,13,136,0.002643,0.03,nc,nc72243046,2014-06-25T02:35:43.260Z,"Northern California",earthquake
2014-06-25T02:18:32.700Z,37.6147,-118.8933,4.1,0.6,Md,13,129.6,0.01796631,0.05,nc,nc72243036,2014-06-25T16:01:05.015Z,"7km ESE of Mammoth Lakes, California",earthquake
2014-06-25T02:09:00.860Z,35.8893333,-119.8443333,7.01,1.7,ml,6,190,0.2404,0.64,ci,ci37235712,2014-06-25T18:50:35.767Z,"16km SE of Kettleman City, California",earthquake
2014-06-25T02:00:28.000Z,61.4611,-141.554,15.8,1.4,ml,,,,0.99,ak,ak11305100,2014-06-25T02:21:46.717Z,"153km E of Chitina, Alaska",earthquake
2014-06-25T01:29:13.000Z,51.8075,178.4234,113.5,2.4,ml,,,,0.5,ak,ak11305074,2014-06-25T16:02:33.767Z,"16km SSW of Little Sitkin Island, Alaska",earthquake
2014-06-25T01:18:37.580Z,-9.4268,-75.1789,91.74,4.9,mb,,94,3.024,1.07,us,usc000rlkz,2014-06-25T09:21:20.008Z,"92km E of Tingo Maria, Peru",earthquake
2014-06-25T01:17:57.000Z,60.6695,-150.5669,63.2,1.7,ml,,,,1.3,ak,ak11305069,2014-06-25T02:03:15.043Z,"18km NE of Sterling, Alaska",earthquake
2014-06-25T01:17:39.000Z,59.7648,-152.6143,81.5,1.7,ml,,,,0.52,ak,ak11305065,2014-06-25T16:02:34.675Z,"44km W of Anchor Point, Alaska",earthquake
2014-06-25T01:16:51.360Z,33.355,-116.253,14.53,0.78,ml,14,222,0.1625,0.14,ci,ci37235704,2014-06-25T18:47:48.780Z,"15km NE of Borrego Springs, California",earthquake
2014-06-25T01:07:45.300Z,35.8163,-119.9045,7,2.7,Md,51,219.6,0.1527136,0.15,nc,nc72243016,2014-06-25T18:44:44.510Z,"20km SE of Kettleman City, California",earthquake
2014-06-25T01:01:49.350Z,40.772,-118.6083,1.49,1.77,ml,6,277.58,0.828,,nn,nn00450151,2014-06-25T01:04:06.833Z,"Nevada",earthquake
2014-06-25T00:58:29.100Z,35.8427,-119.8033,8.3,3,Md,118,39.6,0.22457882,0.22,nc,nc72243011,2014-06-25T20:41:06.406Z,"20km SE of Kettleman City, California",earthquake
2014-06-25T00:46:51.840Z,51.7149,178.2814,111.79,4.2,mb,,199,2.763,0.8,us,usc000rlkk,2014-06-25T16:02:35.646Z,"30km SSW of Little Sitkin Island, Alaska",earthquake
2014-06-25T00:39:19.140Z,-21.3125,-179.3168,619.4,4.3,mb,,72,4.329,0.82,us,usc000rlkj,2014-06-25T08:41:48.220Z,"97km SW of Ndoi Island, Fiji",earthquake
2014-06-25T00:26:49.000Z,63.2976,-151.8198,5.7,1.1,ml,,,,0.62,ak,ak11305036,2014-06-25T00:44:46.304Z,"Central Alaska",earthquake
2014-06-25T00:06:34.440Z,-15.7259,167.7076,146.97,4.8,mb,,112,0.559,0.99,us,usc000rlk2,2014-06-25T08:09:08.276Z,"51km NE of Norsup, Vanuatu",earthquake
2014-06-25T00:03:05.360Z,51.9709,178.4623,113.08,5.2,mb,,130,2.779,0.92,us,usc000rljy,2014-06-25T08:05:41.291Z,"3km NW of Little Sitkin Island, Alaska",earthquake
2014-06-24T23:55:00.000Z,48.1718,-118.9768,1.5,2.1,Md,,104.4,0.3054272,0.21,uw,uw60816311,2014-06-25T02:24:35.602Z,"22km N of Coulee Dam, Washington",earthquake
2014-06-24T23:50:56.480Z,39.007,-118.371,7.96,1.54,ml,8,121.61,0.221,,nn,nn00450133,2014-06-24T23:52:52.023Z,"41km WNW of Gabbs, Nevada",earthquake
2014-06-24T23:45:53.000Z,62.4499,-151.2778,87.7,1.2,ml,,,,0.73,ak,ak11304803,2014-06-25T00:23:24.480Z,"62km WNW of Talkeetna, Alaska",earthquake
2014-06-24T23:37:40.300Z,38.8143,-122.8167,3.2,1.6,Md,33,46.8,0.00898315,0.03,nc,nc72242981,2014-06-25T02:38:05.621Z,"Northern California",earthquake
2014-06-24T23:36:45.700Z,38.8283,-122.8532,3,0.7,Md,9,140.4,0,0.02,nc,nc72242986,2014-06-25T00:05:06.392Z,"Northern California",earthquake
2014-06-24T23:32:46.000Z,63.0559,-150.8471,122.3,1,ml,,,,0.35,ak,ak11304795,2014-06-25T00:44:48.135Z,"Central Alaska",earthquake
2014-06-24T23:28:03.340Z,35.044,-117.6693333,0.01,1.96,ml,16,111,0.1116,0.08,ci,ci37235672,2014-06-25T18:36:20.626Z,"Southern California",quarry_blast
2014-06-24T23:25:49.000Z,60.8515,-148.0792,100,1.5,ml,,,,1.24,ak,ak11304791,2014-06-24T23:59:15.507Z,"Kenai Peninsula, Alaska",earthquake
2014-06-24T23:21:44.000Z,57.922,-151.6349,27.2,2.1,ml,,,,0.37,ak,ak11304790,2014-06-24T23:59:14.599Z,"48km ENE of Kodiak, Alaska",earthquake
2014-06-24T23:13:29.000Z,62.0921,-151.2374,49.9,2,ml,,,,0.67,ak,ak11304774,2014-06-24T23:38:40.560Z,"Central Alaska",earthquake
2014-06-24T23:13:01.000Z,61.1941,-147.4763,78.5,1.9,ml,,,,0.97,ak,ak11304776,2014-06-24T23:38:37.841Z,"Southern Alaska",earthquake
2014-06-24T23:09:29.000Z,61.7337,-154.0177,7.9,1.2,ml,,,,0.4,ak,ak11304784,2014-06-24T23:38:38.749Z,"Southern Alaska",earthquake
2014-06-24T23:08:31.000Z,64.9573,-147.4517,1.9,1.4,ml,,,,0.89,ak,ak11304768,2014-06-24T23:38:39.684Z,"Central Alaska",earthquake
2014-06-24T22:52:44.240Z,35.6696667,-118.459,10.46,0.94,ml,5,165,0.01404,0.05,ci,ci37235664,2014-06-25T18:33:40.610Z,"Central California",earthquake
2014-06-24T22:37:33.130Z,33.1443333,-116.4958333,10.79,1.38,ml,42,78,0.1062,0.19,ci,ci37235656,2014-06-25T18:32:51.610Z,"12km NE of Julian, California",earthquake
2014-06-24T22:35:56.000Z,61.1341,-147.0012,0.1,1.7,ml,,,,0.99,ak,ak11304584,2014-06-24T22:56:50.943Z,"35km W of Valdez, Alaska",earthquake
2014-06-24T22:17:20.000Z,60.0313,-153.0183,99.9,1.6,ml,,,,1.03,ak,ak11304564,2014-06-24T22:36:37.573Z,"52km SSW of Redoubt Volcano, Alaska",earthquake
2014-06-24T22:11:40.770Z,33.7485,-117.5186667,4.17,1.65,ml,42,92,0.03681,0.17,ci,ci37235648,2014-06-25T18:27:04.480Z,"Greater Los Angeles area, California",earthquake
2014-06-24T22:08:44.100Z,19.4028,-155.2797,1.4,1.4,Ml,,46.8,0.00898315,0.09,hv,hv60719581,2014-06-25T00:06:21.137Z,"5km SW of Volcano, Hawaii",earthquake
2014-06-24T21:46:02.000Z,62.909,-149.9459,84.1,1.5,ml,,,,0.73,ak,ak11304384,2014-06-24T22:15:16.296Z,"65km N of Talkeetna, Alaska",earthquake
2014-06-24T21:44:03.000Z,63.2856,-150.4044,118.2,1,ml,,,,0.23,ak,ak11304383,2014-06-25T00:44:47.218Z,"73km W of Cantwell, Alaska",earthquake
2014-06-24T21:39:05.000Z,59.939,-140.8806,19,1.1,ml,,,,0.31,ak,ak11304382,2014-06-24T21:57:13.564Z,"Southeastern Alaska",earthquake
2014-06-24T21:28:35.000Z,61.8448,-150.5987,35.6,2.9,ml,,,,0.76,ak,ak11304367,2014-06-25T07:43:06.337Z,"Southern Alaska",earthquake
2014-06-24T21:26:50.000Z,34.1991667,-117.5876667,9.45,1.57,ml,32,45,0.07081,0.16,ci,ci37235640,2014-06-25T18:19:34.700Z,"7km NE of San Antonio Heights, California",earthquake
2014-06-24T21:25:48.560Z,34.0128333,-117.2243333,12.66,0.84,ml,31,51,0.09379,0.14,ci,ci37235632,2014-06-25T18:14:06.760Z,"5km SE of Loma Linda, California",earthquake
